0	2000	4500	4600	2800	6500	4700	8600	7400	7100	6900	9200	9700	9500	9200	11800	11300	11900	11600	11500	
0	0	2500	2600	3000	4500	4800	6600	7500	7200	7000	8500	9800	9600	9300	11900	10600	12000	11700	11600	
0	0	0	2100	0	2000	3800	4100	6500	6200	6000	6000	8800	8600	8200	10800	8100	10300	10700	10600	
0	0	4500	0	0	2600	2200	4700	4900	4600	4400	6600	7200	7000	6700	9300	8700	9400	9100	9000	
0	0	4200	6300	0	6200	1900	8300	4600	4300	4100	6400	6900	6700	6400	9000	8500	9100	8800	8700	
0	0	4100	6200	0	0	1800	2100	4500	4200	4000	4000	6800	6600	6200	8800	6100	8300	8700	8600	
0	0	2300	4400	0	4300	0	6400	2700	2400	2200	4500	5000	4800	4500	7100	6600	7200	6900	6800	
0	0	0	0	0	0	0	0	0	0	0	1900	0	0	4100	6700	4000	6200	6800	9300	
0	0	0	0	0	0	0	0	0	0	0	1800	0	0	4000	6600	3900	6100	6700	9200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	4800	0	2500	2800	2600	2300	4900	4600	5000	4700	4600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	4800	2100	4300	4900	7400	
0	0	0	0	0	0	0	0	0	2000	0	0	0	2400	4300	6900	9800	7000	4500	1800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	4500	7400	4600	2100	2200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2600	5500	2700	2700	5200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	2000	4100	6600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	4300	6800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2100	4600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
